weekday,hour,c-ip,count
Wed,21,10.168.56.49,1206
Wed,21,172.28.92.63,4
Wed,21,172.30.5.189,1
Wed,21,172.31.124.1,137
Wed,21,172.31.124.31,7
Wed,21,172.31.74.120,271
Wed,21,172.31.74.28,4
Wed,21,172.31.82.35,3
Wed,22,-,27
Wed,22,10.161.32.87,160
Wed,22,10.161.38.190,91
Wed,22,10.161.46.152,126
Wed,22,10.161.54.255,101
Wed,22,10.168.56.49,57
Wed,22,172.29.80.7,3
Wed,22,172.31.124.1,167
Wed,22,172.31.124.31,2
Wed,22,172.31.74.120,225
Wed,23,-,6
Wed,23,10.161.38.190,374
Wed,23,10.161.46.152,34
Wed,23,10.161.54.255,44
Wed,23,172.26.241.170,2
Wed,23,172.26.241.179,2
Wed,23,172.26.244.11,1
Wed,23,172.26.245.129,3
Wed,23,172.30.6.96,2
Wed,23,172.31.124.1,76
Wed,23,172.31.74.120,304
